,store,chain,co_owned,state,southj,centralj,northj,pa1,pa2,shore,ncalls,empft,emppt,nmgrs,wage_st,inctime,firstinc,meals,open,hoursopen,pricesoda,pricefry,priceentree,nregisters,nregisters11,time,fte,change_fte
657,146.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,32.0,4.5,5.05,26.0,0.17,2.0,7.0,16.0,1.05,0.99,1.05,4.0,3.0,1.0,16.0,-2.0
247,146.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,8.0,20.0,5.0,4.8,26.0,0.25,2.0,7.0,16.0,1.06,1.0,1.06,4.0,3.0,0.0,18.0,
121,147.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.5,6.5,3.0,5.12,8.0,0.25,2.0,7.0,14.0,1.12,0.89,0.95,2.0,2.0,0.0,11.75,
531,147.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,3.0,5.25,13.0,0.38,2.0,7.0,14.0,1.13,0.91,0.91,2.0,2.0,1.0,6.0,-5.75
122,148.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,4.5,30.0,4.0,5.25,26.0,0.17,2.0,7.0,17.0,1.06,0.95,0.95,3.0,2.0,0.0,19.5,
532,148.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,7.5,30.0,4.0,5.05,26.0,0.2,2.0,7.0,17.0,1.05,0.94,0.94,3.0,3.0,1.0,22.5,3.0
658,149.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,8.0,10.0,3.0,5.05,26.0,0.25,2.0,7.0,16.0,1.05,0.94,0.94,2.0,2.0,1.0,13.0,3.0
248,149.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,20.0,4.0,4.5,26.0,0.27,3.0,7.0,16.0,1.06,0.95,0.95,2.0,1.0,0.0,10.0,
659,150.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,12.0,20.0,3.0,5.75,28.0,0.58,2.0,7.0,15.0,1.11,0.88,0.88,3.0,2.0,1.0,22.0,8.25
249,150.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,27.5,3.5,4.67,26.0,0.27,2.0,7.0,16.0,1.23,0.89,0.89,3.0,3.0,0.0,13.75,
533,151.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,,,,,,,,,,,,1.0,0.0,-7.0
123,151.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,12.0,3.0,5.0,12.0,0.1,2.0,7.0,15.0,1.09,0.81,1.04,3.0,3.0,0.0,7.0,
124,152.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,35.0,15.0,4.0,5.12,9.0,0.67,1.0,7.0,15.0,1.17,0.95,1.02,3.0,2.0,0.0,42.5,
534,152.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,12.0,13.5,5.0,5.05,13.0,0.28,2.0,7.0,15.0,1.16,0.94,0.94,3.0,3.0,1.0,18.75,-23.75
493,153.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,26.5,10.0,3.0,5.05,26.0,0.15,2.0,7.0,17.0,1.05,0.95,0.95,3.0,2.0,1.0,31.5,19.0
83,153.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,9.0,,52.0,0.15,1.0,7.0,17.0,1.0,0.95,0.89,4.0,3.0,0.0,12.5,
660,156.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,2.0,18.0,2.0,5.05,,0.3,2.0,7.0,15.0,0.95,0.94,1.01,3.0,,1.0,11.0,-4.5
250,156.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,15.0,3.0,4.87,6.0,0.25,1.0,7.0,15.0,1.06,0.95,1.02,8.0,3.0,0.0,15.5,
535,157.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,12.0,8.0,2.0,5.5,26.0,0.25,1.0,10.5,11.0,0.95,0.83,2.47,2.0,2.0,1.0,16.0,3.5
125,157.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,5.0,3.0,5.0,26.0,0.25,1.0,10.5,12.0,0.91,0.85,2.34,3.0,3.0,0.0,12.5,
661,158.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,3.0,4.0,4.0,5.05,13.0,0.25,1.0,11.0,11.5,0.95,0.94,2.49,3.0,2.0,1.0,5.0,-0.5
251,158.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,7.0,3.0,4.5,4.0,0.12,1.0,11.0,10.0,0.92,0.7,2.34,3.0,3.0,0.0,5.5,
662,159.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,10.0,5.0,4.0,5.25,13.0,0.25,1.0,10.5,11.5,0.95,0.84,2.49,4.0,3.0,1.0,12.5,0.5
252,159.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,6.0,12.0,2.0,4.5,4.0,0.12,1.0,10.5,10.5,0.98,0.85,2.34,3.0,3.0,0.0,12.0,
536,161.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,26.0,12.0,4.0,5.05,,,2.0,6.0,17.0,1.11,1.06,1.05,7.0,5.0,1.0,32.0,11.5
126,161.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,25.0,4.0,5.0,19.0,0.15,2.0,6.0,17.0,1.12,1.02,1.06,7.0,3.0,0.0,20.5,
663,162.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,3.0,30.0,3.0,5.05,26.0,0.18,2.0,7.0,15.5,1.11,1.01,1.05,6.0,5.0,1.0,18.0,-2.0
253,162.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,40.0,3.0,4.75,26.0,0.17,2.0,6.0,16.5,1.12,1.02,1.06,,1.0,0.0,20.0,
127,163.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,18.0,3.0,5.0,13.0,0.15,2.0,6.0,16.5,1.2,1.07,1.06,3.0,3.0,0.0,21.0,
537,163.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,1.5,33.0,3.0,5.05,26.0,0.15,2.0,7.0,15.0,,,,,,1.0,18.0,-3.0
538,164.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,5.0,15.0,3.0,5.05,52.0,0.15,2.0,6.0,17.0,1.11,1.06,1.05,5.0,3.0,1.0,12.5,-6.5
128,164.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,30.0,4.0,5.0,26.0,0.1,2.0,5.0,19.0,1.12,1.02,1.06,5.0,3.0,0.0,19.0,
539,165.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,17.0,4.0,5.05,14.0,0.13,2.0,10.5,12.5,1.05,0.98,1.05,2.0,2.0,1.0,18.5,-6.5
129,165.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,20.0,10.0,3.0,5.0,15.0,0.27,2.0,10.5,12.5,1.06,0.89,1.06,3.0,2.0,0.0,25.0,
664,166.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,35.0,4.0,5.05,26.0,0.18,2.0,10.5,12.5,1.11,0.84,1.26,2.0,2.0,1.0,17.5,-6.5
254,166.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,32.0,5.0,4.75,26.0,0.25,2.0,10.5,11.5,0.95,0.85,1.06,2.0,2.0,0.0,24.0,
665,168.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,32.0,4.0,5.25,10.0,0.18,1.0,6.0,16.0,1.11,0.95,1.14,3.0,1.0,1.0,16.0,1.0
255,168.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,20.0,4.0,4.25,4.0,0.25,1.0,7.0,15.0,1.06,0.95,0.95,3.0,3.0,0.0,15.0,
540,169.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,20.0,6.0,4.0,5.05,52.0,0.15,2.0,7.0,16.0,1.11,1.05,1.05,3.0,3.0,1.0,23.0,-5.5
130,169.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,33.0,4.0,5.0,13.0,0.25,2.0,7.0,16.0,1.1,0.94,1.04,3.0,3.0,0.0,28.5,
541,170.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,20.0,20.0,4.0,5.05,4.0,,1.0,7.0,16.0,1.29,1.11,1.18,4.0,4.0,1.0,30.0,10.0
131,170.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,10.0,20.0,3.0,5.0,52.0,0.52,2.0,7.0,16.0,1.1,1.02,1.08,3.0,2.0,0.0,20.0,
666,171.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,10.0,12.5,5.0,5.05,4.0,0.1,2.0,7.0,16.0,1.18,1.04,1.03,3.0,3.0,1.0,16.25,-1.75
256,171.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,32.0,3.0,4.25,8.0,0.25,2.0,7.0,16.0,1.09,0.95,1.04,3.0,3.0,0.0,18.0,
667,172.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,7.0,23.0,3.0,5.05,8.0,0.18,1.0,9.0,13.0,1.11,1.01,1.05,6.0,3.0,1.0,18.5,6.5
257,172.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,5.0,4.75,13.0,0.25,1.0,9.0,12.5,1.12,1.02,1.06,5.0,4.0,0.0,12.0,
668,173.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,11.0,30.0,5.0,5.05,26.0,0.15,2.0,6.0,18.0,1.05,0.94,1.04,4.0,3.0,1.0,26.0,0.0
258,173.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,6.0,40.0,10.0,4.85,26.0,0.15,2.0,6.5,17.5,1.06,0.95,0.98,4.0,3.0,0.0,26.0,
669,174.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,20.0,20.0,3.0,5.05,4.0,0.2,2.0,7.0,16.0,1.05,0.9,0.98,3.0,3.0,1.0,30.0,9.0
259,174.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,11.0,20.0,4.0,4.75,26.0,0.15,2.0,7.0,16.0,1.18,0.88,0.98,4.0,3.0,0.0,21.0,
670,176.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,20.0,27.5,4.0,5.05,,,2.0,7.0,16.0,1.04,1.06,,,,1.0,33.75,8.25
260,176.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,15.0,21.0,4.0,4.62,13.0,0.12,1.0,7.0,16.0,1.06,,1.05,4.0,4.0,0.0,25.5,
261,178.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,13.0,12.0,3.0,4.25,52.0,0.2,1.0,11.0,10.0,0.91,0.85,2.34,3.0,2.0,0.0,19.0,
671,178.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,1.0,10.0,3.0,5.05,26.0,0.25,1.0,11.0,10.5,1.01,0.94,2.64,3.0,2.0,1.0,6.0,-13.0
672,179.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,2.0,10.0,4.0,5.05,26.0,0.2,1.0,10.5,11.0,0.94,0.84,2.49,3.0,3.0,1.0,7.0,-1.0
262,179.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,2.0,12.0,3.0,4.25,13.0,0.25,1.0,10.5,10.5,0.91,0.91,2.34,3.0,3.0,0.0,8.0,
263,180.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0,3.0,4.0,4.5,26.0,0.25,2.0,11.0,11.0,1.06,1.01,2.66,4.0,2.0,0.0,9.5,
673,180.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,0.0,17.5,4.0,5.05,,,2.0,11.0,12.0,1.05,1.05,2.85,4.0,4.0,1.0,8.75,-0.75
84,181.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,,,,1.0,10.5,11.0,0.91,0.79,2.34,3.0,2.0,0.0,6.5,
494,181.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,1.0,15.0,2.0,5.05,,0.25,1.0,10.5,11.0,0.95,0.9,2.49,3.0,2.0,1.0,8.5,2.0
264,182.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,15.0,3.0,4.5,4.0,0.25,2.0,11.0,11.0,1.06,1.01,2.66,4.0,3.0,0.0,10.5,
674,182.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,,0.0,15.0,3.0,5.05,26.0,0.25,2.0,11.5,10.0,1.05,1.0,2.73,4.0,3.0,1.0,7.5,-3.0
265,183.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,4.0,4.0,4.62,20.0,0.33,3.0,11.0,11.0,1.06,1.01,2.66,4.0,3.0,0.0,14.0,
675,183.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,15.0,10.0,2.0,5.05,13.0,0.25,2.0,11.0,10.5,1.05,1.0,2.75,4.0,3.0,1.0,20.0,6.0
266,185.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,9.0,3.0,4.5,13.0,0.2,2.0,11.0,10.5,1.06,1.01,2.66,4.0,4.0,0.0,6.5,
676,185.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,,2.0,6.0,3.0,5.05,26.0,0.25,1.0,11.0,10.5,1.05,1.0,2.75,3.0,3.0,1.0,5.0,-1.5
267,186.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,10.0,20.0,4.0,4.75,26.0,0.15,2.0,6.0,16.0,1.12,1.02,0.95,5.0,3.0,0.0,20.0,
677,186.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,12.0,18.0,4.0,5.05,26.0,,2.0,6.0,16.0,1.17,1.06,0.95,5.0,3.0,1.0,21.0,1.0
132,187.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,4.0,20.0,3.0,5.62,26.0,0.52,2.0,7.0,15.0,1.12,1.09,1.06,4.0,3.0,0.0,14.0,
542,187.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,,5.0,17.5,3.0,5.05,13.0,0.2,2.0,7.0,15.0,1.11,1.06,1.05,4.0,4.0,1.0,13.75,-0.25
268,189.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,15.0,3.0,4.75,39.0,0.2,2.0,7.0,15.0,1.12,1.07,1.12,4.0,2.0,0.0,11.5,
678,189.0,3.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,19.0,3.0,5.05,52.0,0.2,2.0,7.0,15.0,1.11,1.06,1.05,5.0,3.0,1.0,9.5,-2.0
543,190.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,7.0,30.0,4.0,5.05,26.0,0.18,2.0,7.0,15.0,1.05,1.01,1.74,5.0,3.0,1.0,22.0,-4.0
133,190.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,5.0,42.0,4.0,5.0,26.0,0.12,2.0,6.0,16.0,1.02,1.07,1.06,5.0,,0.0,26.0,
495,191.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,25.0,4.0,5.05,6.0,0.25,2.0,10.5,12.0,1.02,0.94,1.05,2.0,2.0,1.0,12.5,-27.5
85,191.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,30.0,20.0,4.0,,,,2.0,10.5,12.0,1.06,0.95,1.06,,1.0,0.0,40.0,
679,192.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,4.5,30.0,3.0,5.25,19.0,0.18,2.0,10.5,12.5,1.05,0.84,1.26,2.0,2.0,1.0,19.5,-5.5
269,192.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,20.0,10.0,4.0,4.87,26.0,0.17,2.0,10.0,12.0,0.91,0.85,1.06,2.0,2.0,0.0,25.0,
680,193.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,4.0,9.0,3.0,5.05,26.0,0.13,2.0,9.0,13.0,1.01,0.9,1.26,2.0,1.0,1.0,8.5,1.0
270,193.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,13.0,3.0,4.5,13.0,0.12,2.0,10.0,11.0,0.95,0.85,0.99,2.0,1.0,0.0,7.5,
271,195.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,30.0,3.0,4.25,26.0,,2.0,10.5,11.5,1.06,0.85,1.06,2.0,2.0,0.0,15.0,
681,195.0,4.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,8.0,25.0,3.0,5.05,26.0,0.15,2.0,10.5,12.5,0.94,0.84,2.11,2.0,2.0,1.0,20.5,5.5
134,196.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,19.0,4.0,5.0,26.0,0.2,2.0,10.5,11.5,0.95,0.85,1.06,2.0,2.0,0.0,17.5,
544,196.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,30.0,3.0,5.05,26.0,0.18,2.0,10.5,12.5,1.0,0.9,2.11,2.0,2.0,1.0,15.0,-2.5
545,197.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,21.0,5.0,5.05,26.0,0.13,3.0,7.0,17.0,1.05,0.95,0.95,3.0,1.0,1.0,15.5,-12.5
135,197.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,23.0,10.0,4.0,5.0,26.0,0.25,2.0,7.0,17.0,0.99,0.89,0.89,3.0,2.0,0.0,28.0,
682,198.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,10.0,32.0,4.0,5.05,26.0,0.15,2.0,7.0,16.0,1.05,0.94,0.94,3.0,3.0,1.0,26.0,
272,198.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,,4.0,4.25,4.0,0.12,3.0,7.0,16.0,1.06,0.95,0.95,3.0,3.0,0.0,,
273,199.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,4.35,,0.12,1.0,11.0,10.0,0.85,0.8,2.34,4.0,3.0,0.0,6.0,
683,199.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,11.0,3.0,4.0,5.05,2.0,0.45,1.0,11.0,10.5,0.91,0.9,2.45,4.0,3.0,1.0,12.5,6.5
684,200.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,5.0,40.0,4.0,5.05,52.0,0.25,2.0,6.5,17.5,1.05,0.94,0.98,5.0,4.0,1.0,25.0,-5.0
274,200.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0,3.0,4.25,9.0,0.2,2.0,6.0,18.0,1.06,0.91,0.98,4.0,3.0,0.0,30.0,
685,201.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,16.0,22.0,3.0,5.05,26.0,0.28,1.0,7.0,17.0,1.05,0.95,0.95,3.0,3.0,1.0,27.0,10.5
275,201.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,33.0,3.0,4.5,26.0,0.35,2.0,7.0,17.0,1.06,1.02,0.95,3.0,3.0,0.0,16.5,
686,202.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,13.0,11.0,4.0,5.05,4.0,0.08,3.0,6.0,19.0,1.15,0.95,0.64,3.0,3.0,1.0,18.5,-18.5
276,202.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,30.0,14.0,4.0,4.25,4.0,0.37,2.0,6.0,19.0,1.17,0.95,0.63,3.0,3.0,0.0,37.0,
277,203.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,9.0,12.0,2.0,4.25,26.0,0.15,2.0,7.0,17.0,1.06,0.95,0.95,3.0,3.0,0.0,15.0,
687,203.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,4.0,34.0,3.0,5.05,26.0,0.18,0.0,7.0,17.0,1.05,0.95,0.95,3.0,2.0,1.0,21.0,6.0
688,204.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,12.0,13.5,3.0,5.05,13.0,0.25,2.0,6.5,17.5,1.05,0.99,1.05,3.0,2.0,1.0,18.75,4.5
278,204.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,10.0,8.5,4.0,4.25,13.0,0.27,2.0,6.5,17.5,1.06,1.0,1.06,3.0,3.0,0.0,14.25,
279,207.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,10.0,4.0,4.75,8.0,0.25,1.0,11.0,12.0,1.06,0.85,2.34,4.0,2.0,0.0,13.0,
689,207.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,8.5,6.0,2.0,5.2,52.0,0.5,1.0,11.0,12.0,1.05,0.84,2.32,5.0,3.0,1.0,11.5,-1.5
690,208.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,5.0,32.0,3.0,5.05,26.0,,2.0,8.0,14.0,1.06,1.06,1.05,5.0,5.0,1.0,21.0,-7.0
280,208.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,12.0,32.0,4.0,4.62,26.0,0.15,2.0,6.0,17.0,1.19,0.94,0.85,4.0,4.0,0.0,28.0,
281,209.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,36.0,4.0,4.25,26.0,0.12,2.0,6.0,18.0,1.17,0.95,0.95,5.0,5.0,0.0,22.0,
691,209.0,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,6.0,37.0,4.0,5.05,26.0,0.2,2.0,7.0,16.0,1.11,1.06,1.05,5.0,5.0,1.0,24.5,2.5
282,210.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,19.0,2.0,4.5,13.0,0.17,2.0,10.5,11.5,1.06,0.95,0.95,4.0,2.0,0.0,9.5,
692,210.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,14.0,3.0,5.05,13.0,0.2,2.0,10.0,11.0,,,,4.0,,1.0,7.0,-2.5
693,211.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,2.0,35.0,4.0,5.05,4.0,,2.0,7.0,15.0,,0.9,,3.0,2.0,1.0,19.5,2.5
283,211.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,28.0,4.0,4.5,13.0,,2.0,7.0,15.0,1.02,0.95,0.95,3.0,3.0,0.0,17.0,
694,212.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,20.0,15.0,3.0,5.05,4.0,0.53,2.0,7.0,16.0,1.05,0.94,0.89,2.0,2.0,1.0,27.5,7.75
284,212.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.5,3.0,4.5,13.0,0.17,1.0,7.0,16.0,1.06,0.88,0.84,3.0,2.0,0.0,19.75,
285,213.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.5,20.0,4.0,4.55,4.0,0.15,2.0,6.5,17.5,0.96,0.93,0.93,4.0,3.0,0.0,14.5,
695,213.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,12.0,17.5,4.0,5.05,19.0,0.15,2.0,6.5,17.5,1.05,0.94,0.94,4.0,3.0,1.0,20.75,6.25
696,214.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,35.0,5.0,5.05,,,2.0,6.75,16.25,1.04,0.93,0.96,3.0,2.0,1.0,17.5,0.5
286,214.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,30.0,3.0,4.62,6.5,0.25,2.0,7.0,16.0,1.02,0.89,0.91,2.0,2.0,0.0,17.0,
697,215.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,20.0,10.0,3.0,5.05,26.0,0.15,3.0,7.0,16.0,0.93,0.84,0.93,3.0,3.0,1.0,25.0,10.0
287,215.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,3.0,4.5,13.0,0.2,2.0,7.0,16.0,1.06,0.89,0.91,3.0,3.0,0.0,15.0,
698,216.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,2.0,18.0,3.0,5.05,13.0,0.2,2.0,11.0,10.5,1.05,0.94,2.75,5.0,3.0,1.0,11.0,3.5
288,216.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.0,3.0,4.25,13.0,0.15,1.0,11.0,10.5,1.06,0.95,2.77,4.0,3.0,0.0,7.5,
699,217.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.0,3.0,5.05,26.0,0.2,1.0,10.5,10.5,0.94,0.73,2.32,4.0,4.0,1.0,6.0,-2.5
289,217.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,13.0,2.0,4.25,13.0,0.17,1.0,11.0,10.0,0.95,0.74,2.19,4.0,3.0,0.0,8.5,
290,218.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,2.0,4.35,26.0,0.25,1.0,11.0,10.0,0.85,0.74,2.34,3.0,2.0,0.0,9.0,
700,218.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,5.0,3.0,3.0,5.05,26.0,0.25,1.0,11.0,11.0,0.95,0.73,2.19,3.0,3.0,1.0,6.5,-2.5
701,219.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,,9.0,9.0,2.0,5.05,26.0,0.18,1.0,10.5,10.5,0.94,0.73,2.53,,,1.0,13.5,6.0
